num_col,flux,volume,modele,ss_quart,commune,coord_x,coord_y,adresse,filling_level,hour_filling
V_0459,Verre,3,Aérien,Estanove,MONTPELLIER,769700.2626,6278407.3411,9999 PL DU CINQUANTE SIXIEME REGIMENT D ARTILLERIE,93,20260213132003
OM_0071,Ordures ménagères,4,Aérien,Millénaire,MONTPELLIER,773422.8194,6280586.7967,153 RUE EUCLIDE,,
OMe_0013,Ordures ménagères,3,Enterré,Gambetta,MONTPELLIER,770158.4497,6279165.9003,39 CRS GAMBETTA,,
V_0487,Verre,3,Aérien,Prés d'Arènes,MONTPELLIER,771589.4703,6277040.2334,50 R CASANOVA,15.11111111,20260213132003
BD_0448,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,70 RUE DE L OPPIDUM,,
BD_0028,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BEAULIEU,782197.2982,6292889.7526,3 R DES VIGNERONS,,
V_0231,Verre,3,Aérien,Aiguelongue,MONTPELLIER,770954.2551,6282126.2889,1255 R DE LA ROQUETURIERE,,
V_0695,Verre,3,Aérien,La Paillade,MONTPELLIER,766396.305,6280896.5484,11 PL ANNIE GIRARDOT,9.22222222,20260213132003
Ve_0034,Verre,4,Enterré,Sans objet hors Montpellier,PRADES-LE-LEZ,770310.4092,6287915.8084,67 R CAMILLE CLAUDEL,,
TS_0881,Tri sélectif,3,Aérien,La Pompignane,MONTPELLIER,772529.2439,6279827.5575,852 AV DE LA POMPIGNANE,,
V_0892,Verre,3,Aérien,Sans objet hors Montpellier,PEROLS,775276.2637,6276261.0189,9001 CCAL LE PHARE,46.55555556,20260213132003
BD_0440,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,78 Rue des Anémones,,
TS_0547,Tri sélectif,4,Aérien,Figuerolles,MONTPELLIER,,,75 RUE JOACHIM DU BELLAY,,
TSe_0082,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,766670.2498,6275836.943,19 AV GEORGES CLEMENCEAU,,
V_0640,Verre,3,Aérien,Sans objet hors Montpellier,SAUSSAN,762401.284,6274563.4499,6 ALL DES TREILLES,46.44444444,20260213132003
V_1088,Verre,3,Aérien,Celleneuve,MONTPELLIER,766853.6306,6279863.9407,36 RTE DE LODEVE,12.55555556,20260213132003
BD_0192,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,PRADES-LE-LEZ,,,166 Rue de Plo Midi,,
TS_0398,Tri sélectif,4,Aérien,Sans objet hors Montpellier,JUVIGNAC,763773.3687,6280130.4677,29 RUE DES TERRES DU SUD,,
BD_0224,Biodéchets,"0,24",Abri_bac,La Pompignane,MONTPELLIER,772453.4401,6280536.8582,1586 Avenue  de la Pompignane,,
BD_0182,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,MONTFERRIER-SUR-LEZ,,,782 Chemin du Pioch de Baillos,,
OM_0137,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,COURNONSEC,758167.3586,6270504.8532,310 AVENUE DE LA CRESSE ST MARTIN,,
TS_0676,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,773870.3343,6277033.0162,692 AV GEORGES FRECHE,,
TS_0187,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,SUSSARGUES,781083.5405,6291451.7645,30 AV DE LANTHAL,,
TS_0186,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-DREZERY,779465.4272,6293434.2174,31 AV DU BERANGE,,
V_1117,Verre,3,Aérien,Figuerolles,MONTPELLIER,769184.7062,6278980.9421,2 R JOSE MARIA DE HEREDIA,11.44444444,20260213132003
BD_0057,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONSEC,757121.1173,6272691.5075,1 R DES CORDIERS,,
V_1047,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,767930.0713,6269975.261,5228 DOM DE LA MAGDELEINE,,
V_0794,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,775059.2374,6283156.2145,10 R DES TRITONS,,
TSe_9070,Tri sélectif,5,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773087.9543,6281135.3426,515 AV GEORGES FRECHE,,
TS_0509,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,766281.5367,6281092.2025,34 R DE CAMBRIDGE,,
OM_0024,Ordures ménagères,4,Aérien,Saint-Martin,MONTPELLIER,,,,,
V_0755,Verre,3,Aérien,Port Marianne,MONTPELLIER,773158.5237,6278899.1701,252 RTE DE VAUGUIERES,21.11111111,20260213132003
V_1050,Verre,3,Aérien,La Chamberte,MONTPELLIER,768673.2401,6278576.7238,4 R DES PETUNIAS,25.66666667,20260213132003
OM_0115,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,LATTES,770488.5601,6275612.5843,564 ROUTE DU PONT DE GUERRE,,
BD_0053,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BAILLARGUES,782542.9641,6285358.861,6128 RUE JEAN VILAR,,
Ve_0028,Verre,5,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,772262.0454,6282100.9434,17 AV JEAN JAURES,,
OMe_0037,Ordures ménagères,3,Enterré,Comédie,MONTPELLIER,770834.9493,6279378.0836,1 R DRAPERIE ROUGE,,
V_0302,Verre,3,Aérien,La Chamberte,MONTPELLIER,767953.9388,6278733.2434,1065 R DE LA CROIX DE FIGUEROLLES,99.55555556,20260213132003
TS_0652,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,772636.8277,6278906.4713,49 AV DE BOIRARGUES,,
TSe_0105,Tri sélectif,5,Enterré,Sans objet hors Montpellier,FABREGUES,763389.8543,6272736.5418,162 CHE DE LA FABRIQUE,,
OMe_0193,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,782402.4836,6285181.786,296 RTE IMPERIALE,,
BD_0032,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BEAULIEU,782830.9016,6292822.283,1 R DE LA CHAPELLE,,
TS_0823,Tri sélectif,5,Aérien,Comédie,MONTPELLIER,770941.5247,6279097.3822,4 PL MOLIERE,,
V_0936,Verre,3,Aérien,Aiguerelles,MONTPELLIER,772331.7668,6277843.6711,1023 AV DU PONT TRINQUAT,,
BD_0465,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,31 avenue des sabines,,
TSe_0078,Tri sélectif,5,Enterré,Sans objet hors Montpellier,LATTES,772954.4817,6274998.3038,1 RUE DES JONQUILLES,,
V_0017,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773469.4338,6283246.1817,43 R DES EGLANTIERS,,
V_0246,Verre,3,Aérien,Plan des 4 Seigneurs,MONTPELLIER,770074.4195,6283498.8293,1101 AV AGROPOLIS,31.88888889,20260213132003
V_0237,Verre,3,Aérien,Aiguelongue,MONTPELLIER,771196.4789,6281303.6802,552 R DE MONTASINOS,32.55555556,20260213132003
BD_0068,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,SAUSSAN,762688.6353,6274716.1387,12 CHE DES HORTS DE VERNIS,,
OMe_0194,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,782401.1908,6285181.338,296 RTE IMPERIALE,,
TS_0320,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,774912.3145,6277227.3599,83 AV DU GRENACHE,,
V_0269,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768119.1713,6281949.4464,611 R SAINT PRIEST,12.55555556,20260213132003
OMe_0128,Ordures ménagères,4,Enterré,Sans objet hors Montpellier,JUVIGNAC,765367.9794,6281231.9455,5025 FONTCAUDE,,
V_0374,Verre,3,Aérien,Sans objet hors Montpellier,RESTINCLIERES,783462.7858,6292244.284,1 R DU VALLON,,
V_1026,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774577.7584,6282808.2348,155 AV DU DEVOIS,,
OMe_0204,Ordures ménagères,5,Enterré,Sans objet - Hors Montpellier,CASTRIES,779203.4432,6286630.6925,20 RUE DES LAVANDIERES,,
TS_0258,Tri sélectif,4,Aérien,Plan des 4 Seigneurs,MONTPELLIER,775622.6436,6275639.6215,264 RUE DE LA FOND FROIDE,,
V_0152,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,774707.1804,6276897.8291,116 PL HENRI AUGE,39.22222222,20260213132003
V_1099,Verre,3,Aérien,Gambetta,MONTPELLIER,770905.9703,6278640.0108,50 R FRANCOIS COULET,,
V_0630,Verre,3,Aérien,Figuerolles,MONTPELLIER,770032.9634,6279070.6684,2 PL ROGER SALENGRO,32.22222222,20260213132003
TS_0156,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,772951.126,6279332.7698,544 R FRA ANGELICO,,
V_0564,Verre,3,Aérien,Sans objet hors Montpellier,PEROLS,777018.5326,6273992.8828,9999 PL DU GENERAL DE GAULLE,,
TSe_0041,Tri sélectif,4,Enterré,Sans objet hors Montpellier,JUVIGNAC,765364.8898,6281231.8988,5025 FONTCAUDE,,
TS_0120,Tri sélectif,3,Aérien,Figuerolles,MONTPELLIER,770067.4402,6278648.9709,18 BD RENOUVIER,,
BD_0375,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,30 Rue Palladio,,
OM_0086,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,CASTRIES,778744.3383,6286426.7479,26 RUE DE LA BANDIDO,,
BD_0078,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,JACOU,773185.7965,6284880.837,4 CHEMIN DES TAMARIS,,
TS_0501,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,765608.3069,6280970.6931,58 R PROMETHEE,,
OMe_0148,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,JUVIGNAC,763901.039,6280109.2594,2 R PINA BAUSCH,,
V_0997,Verre,3,Aérien,Prés d'Arènes,MONTPELLIER,770673.8354,6275904.554,135 R JUGURTHA,,
BD_0306,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,34 Avenue Pierre d'Adhémar,,
OMe_0048,Ordures ménagères,3,Enterré,Comédie,MONTPELLIER,770888.1976,6279036.9174,5 R RICHELIEU,,
V_0037,Verre,3,Aérien,Sans objet - Hors Montpellier,CASTRIES,779923.299,6286513.4964,RTE DE BAILLARGUES (CIMETIERE),26.11111111,20260213132003
TS_0131,Tri sélectif,3,Aérien,Sans objet hors Montpellier,GRABELS,766240.8787,6283259.7553,705 ACH ANCIEN CHEM DE MONTPELLIER,,
V_0305,Verre,3,Aérien,Centre Historique,MONTPELLIER,770486.7969,6279995.9479,99 R AUGUSTE BROUSSONNET,16.55555556,20260213132003
V_0985,Verre,3,Aérien,Sans objet hors Montpellier,BEAULIEU,781363.4414,6292681.2305,5683 BEAULIEU,42.44444444,20260213132003
TS_0611,Tri sélectif,3,Aérien,Figuerolles,MONTPELLIER,769980.0117,6278511.1516,36 AV DE LA CROIX DU CAPITAINE,,
BD_0096,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,JACOU,773853.9299,6286030.7251,2 RUE GASTON BAISSETTE,,
V_0071,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767993.8036,6274885.8886,500 AVENUE DE LA CONDAMINE,44.55555556,20260213132003
Ve_0178,Verre,3,Enterré,Les Arceaux,MONTPELLIER,,,5 BOULEVARD DES ARCEAUX,,
BD_0178,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,MONTFERRIER-SUR-LEZ,,,136 Chemin Des Aigueillères,,
TSe_0036,Tri sélectif,5,Enterré,Port Marianne,MONTPELLIER,772861.5531,6278089.3273,168 R AUNG SAN SUU KYI,,
TS_0237,Tri sélectif,4,Aérien,Sans objet hors Montpellier,BAILLARGUES,781158.8213,6284240.1434,0 AVENUE DU GOLF,,
OM_0022,Ordures ménagères,3,Aérien,Millénaire,MONTPELLIER,773238.5077,6279553.9158,68 R EDOUARD VILLALONGA,,
OMe_0060,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,PRADES-LE-LEZ,769481.2673,6289097.3071,94 R ROUCAYROL,,
BD_0242,Biodéchets,"0,24",Abri_bac,Millénaire,MONTPELLIER,772942.0383,6279551.0648,Croisement de la rue René Descartes et du cour Gutenberg,,
OMe_0195,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763268.8184,6279119.3939,8 AV DES JARDINS,,
TSe_9080,Tri sélectif,4,Enterré,Sans objet hors Montpellier,PIGNAN,762488.2632,6276590.3714,10 R DES PINS,,
Ve_0006,Verre,4,Enterré,Port Marianne,MONTPELLIER,772226.4878,6278590.0179,344 CHE DE MOULARES,,
TS_0801,Tri sélectif,3,Aérien,Sans objet hors Montpellier,GRABELS,766242.9749,6283258.2472,705 ACH ANCIEN CHEM DE MONTPELLIER,,
V_0119,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767329.9422,6283014.5588,13 R DU CADUCEE,95.11111111,20260213132003
OM_0056,Ordures ménagères,4,Aérien,Pas du Loup,MONTPELLIER,768028.6176,6278002.4828,30 AVENUE MAURICE PLANES,,
BD_0210,Biodéchets,"0,24",Abri_bac,ANTIGONE,MONTPELLIER,,,1130 Avenue Jean Mermoz,,
TS_0936,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768030.2788,6282030.2944,730 RUE SAINT PRIEST,,
TSe_0023,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,SAINT-BRES,783250.4152,6285381.4801,30 R DES ACACIAS,,
TS_0100,Tri sélectif,4,Aérien,ANTIGONE,MONTPELLIER,771763.0146,6279113.4304,12 R DE THEBES,,
BD_0194,Biodéchets,0.24,Abri_bac,Sans objet hors Montpellier,PRADES-LE-LEZ,,,265 Rue Jean Jaurès,,
V_0783,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,768694.6811,6274136.1457,5959 RTE DE SETE,5.77777778,20260213132003
BD_0320,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,259 Route de Mende,,
OM_0006,Ordures ménagères,4,Aérien, , ,,,61 RUE DE L AGATHOIS,,
BD_0486,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,route de perols ( velo magg ),,
BD_0091,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,JACOU,773893.5344,6284725.5156,10 RUE DES MURIERS,,
V_0852,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763504.4734,6279420.0639,24 R DES ALICANTES,,
OMe_0025,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,VENDARGUES,778152.0664,6284712.7297,4 R DE LA FONTAINE,,
Ve_0040,Verre,3,Enterré,Centre Historique,MONTPELLIER,770597.3452,6279778.1306,9999 R DE LA CORRATERIE SAINT GERMAIN,,
V_0146,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,772227.056,6273235.0624,87 ALL DE TOURNEFORT,33.11111111,20260213132003
V_0940,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767682.7599,6274738.05,9108 R DU TRAITE DE ROME,98.77777778,20260213132003
TS_0018,Tri sélectif,3,Aérien,Sans objet hors Montpellier,CASTRIES,780163.3134,6288876.9892,289 CHE DE FONDESPIERRE,,
V_0714,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773435.5792,6281548.7261,198 AV MARCEL DASSAULT,6.55555556,20260213132003
TS_0965,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,,,,,
Ve_0036,Verre,4,Enterré,Port Marianne,MONTPELLIER,772606.92,6278401.483,40 R DE MESSINE,,
TSe_0046,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763313.6658,6278996.6215,15 AV DES JARDINS,,
TS_0348,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,773031.5493,6275275.3668,9090 MAS ENCIVADE,,
TS_0335,Tri sélectif,3,Aérien,La Martelle,MONTPELLIER,767464.6954,6278162.3141,9999 PL ANTONIO MACHADO,,
TS_0505,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,765749.0882,6281208.3019,1118 AV DE HEIDELBERG,,
Ve_0088,Verre,4,Enterré,Port Marianne,MONTPELLIER,773121.4306,6278191.4358,950 AV NINA SIMONE,,
OMe_0142,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,JUVIGNAC,763668.1351,6280495.2165,254 AV DE KALKAR,,
V_1056,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767067.2516,6282100.5272,245 AV DE FES,,
V_0087,Verre,3,Aérien,Sans objet hors Montpellier,COURNONTERRAL,758398.3703,6273230.6384,4 IMP DU PIGNANEN,,
OM_0034,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,768496.4533,6273734.2082,1 RUE ALBERTO SANTOS DUMONT,,
V_0222,Verre,3,Aérien,Sans objet - Hors Montpellier,MONTFERRIER-SUR-LEZ,769945.9504,6286611.5362,RTE DE MENDES (POLE PROPRETE),,
TS_0654,Tri sélectif,3,Aérien,Les Cévennes,MONTPELLIER,769231.2393,6279502.812,28 BD BENJAMIN MILHAUD,,
TSe_0008,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,PRADES-LE-LEZ,769519.3416,6289203.0032,37 R DE LA RIVIERE,,
TS_0812,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,771074.6247,6280675.7673,12 R DE NAZARETH,,
OM_0023,Ordures ménagères,3,Aérien,Millénaire,MONTPELLIER,773233.2715,6279538.3145,68 R EDOUARD VILLALONGA,,
BD_0383,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,1626 Avenue Des Platanes,,
V_0754,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,774481.3438,6275574.099,9320 DOM DE COURAN,,
TS_0310,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-GENIES-DES-MOURGUES,783437.9586,6289419.6045,158 R D ENCORNET,,
TSe_0005,Tri sélectif,5,Enterré,Sans objet hors Montpellier,VENDARGUES,778709.1045,6285199.5268,3 R CHARLES TRENET,,
V_0805,Verre,3,Aérien,Sans objet hors Montpellier,LE CRES,775939.6871,6284017.332,8 R DE SUBSTANTION,,
V_0608,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763282.5056,6279975.9317,945 R DE CLAIRDOUY,20.22222222,20260213132003
TSe_0112,Tri sélectif,5,Enterré,Pas du Loup,MONTPELLIER,768628.1643,6277139.6558,340 R DU MAS DE NEGRE,,
TS_0548,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768544.9979,6278320.6415,7 R DES MANGUIERS,,
V_1082,Verre,3,Aérien,Sans objet hors Montpellier,JACOU,772580.1282,6284547.3251,3 AV CHARLES CROS,,
V_1092,Verre,3,Aérien,Sans objet hors Montpellier,CASTRIES,779416.6523,6286192.8192,201 AV GEORGES FRECHE,,
V_0490,Verre,3,Aérien,Prés d'Arènes,MONTPELLIER,771181.0878,6276696.2828,371 AV DU MARCHE GARE,18.66666667,20260213132003
TS_0529,Tri sélectif,4,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773559.5391,6281306.1907,145 AVENUE CLEMENT ADER,,
V_1081,Verre,3,Aérien,Sans objet hors Montpellier,JACOU,773518.4059,6284838.9849,6 IMP DE CORSE,,
V_0937,Verre,3,Aérien,Aiguerelles,MONTPELLIER,772234.9522,6278179.4351,765 CHE DE MOULARES,14,20260213132003
V_0297,Verre,3,Aérien,Port Marianne,MONTPELLIER,771940.1294,6278788.7743,8 R DE LA FONTAINE DE LATTES,6.55555556,20260213132003
V_1024,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773399.4485,6282651.5756,18 CHE DES CHENES,,
V_0455,Verre,3,Aérien,Lemasson,MONTPELLIER,770375.6799,6277483.346,7 R DE LA COSTA DORADA,19.22222222,20260213132003
Ve_0113,Verre,4,Enterré,Sans objet hors Montpellier,GRABELS,767288.4279,6283833.8363,317 R DE LA VALSIERE,,
BD_0225,Biodéchets,"0,24",Abri_bac,La Pompignane,MONTPELLIER,772931.2837,6280563.9129,534 rue Louise Michel,,
TS_0507,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,766176.3646,6281220.5257,165 R D OXFORD,,
TSe_9079,Tri sélectif,4,Enterré,Sans objet hors Montpellier,PIGNAN,762198.6539,6276489.6411,5423 LA VIGNASSE,,
TS_0819,Tri sélectif,3,Aérien,Millénaire,MONTPELLIER,773878.8382,6280452.5571,1611 R DE LA VIEILLE POSTE,,
BD_0411,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,1030 Rue François Ranchin,,
V_0976,Verre,3,Aérien,Sans objet hors Montpellier,LE CRES,774717.1536,6285828.6875,0 MAS DU PONT,,
OM_0171,Ordures ménagères,4,Aérien,Aiguelongue,MONTPELLIER,,,,,
TS_0254,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,770016.3123,6281224.7338,4 PL EMILE MARTIN,,
OMe_0145,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,JUVIGNAC,763788.1675,6280098.1203,12 R DES TERRES DU SUD,,
TS_0279,Tri sélectif,4,Aérien,Sans objet hors Montpellier,JACOU,772812.6251,6284748.6867,10 RUE DES FRERES LUMIERE,,
OMe_0171,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,JUVIGNAC,763926.5207,6280091.9137,2 R PINA BAUSCH,,
BD_0330,Biodéchets,0.24,Abri_bac,Aiguelongue,MONTPELLIER,,,1240 Rue Pioch De Boutonnet,,
TS_0143,Tri sélectif,3,Aérien,Prés d'Arènes,MONTPELLIER,770961.6243,6277529.278,356 R FERDINAND DE LESSEPS,,
BD_0470,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,7 allee des causses,,
BD_0198,Biodéchets,"0,24",Abri_bac,PORT MARIANNE,MONTPELLIER,772962.6459,6278508.9262,43 rue Victor Vasarely,,
BD_0139,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,CLAPIERS,771805.9292,6285168.3449,40 RUE DE BAILLARGUET,,
Ve_0095,Verre,4,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773017.8501,6281118.0017,58 R JEAN ANTOINE INJALBERT,,
TSe_0102,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAUSSAN,762725.1959,6274670.8083,7 R DU POUGET,,
V_0179,Verre,3,Aérien,Les Beaux-Arts,MONTPELLIER,771568.8231,6280908.032,66 AV DE CASTELNAU,,
OMe_0066,Ordures ménagères,4,Enterré,Sans objet hors Montpellier,JUVIGNAC,765371.6802,6281146.4367,5025 FONTCAUDE,,
TS_0344,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LAVERUNE,765049.3649,6276738.6927,5 R DES AMANDIERS,,
TS_0110,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,771062.8409,6280131.3698,25 R PROUDHON,,
BD_0081,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,JACOU,774335.9415,6284758.7788,AVENUE PIERRE DE COUBERTIN,,
V_0421,Verre,3,Aérien,Aiguerelles,MONTPELLIER,772140.9035,6277017.6386,166 AV DE PALAVAS,22.55555556,20260213132003
V_0921,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,769342.8306,6275165.7928,3612 AV ETIENNE MEHUL,,
TS_0375,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,CLAPIERS,771811.0505,6284114.9097,RUE DU PARAGUAY (STADE),,
V_0536,Verre,3,Aérien,Port Marianne,MONTPELLIER,772056.1603,6278853.093,40 CHE DE MOULARES,,
TS_0655,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,765858.229,6281149.1675,560 AV DE LOUISVILLE,,
V_1004,Verre,3,Aérien,Sans objet hors Montpellier,FABREGUES,764107.7926,6273703.8319,137 R UDERZO,,
BD_0123,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BAILLARGUES,781212.7723,6285053.0247,2 RUE BERNARD BUFFET,,
V_0556,Verre,3,Aérien,Sans objet hors Montpellier,PEROLS,778298.3981,6273165.5479,1 R DU HANGAR,14.22222222,20260213132003
V_0098,Verre,3,Aérien,Sans objet hors Montpellier,FABREGUES,762634.644,6273140.8302,1 R JEAN MOULIN,,
OM_0179,Ordures ménagères,4,Aérien,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,,,
TS_0408,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,,,
BD_0065,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,SAUSSAN,762626.3592,6275186.3985,7 R DES PENITENTS,,
TS_0045,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,766396.8342,6280901.8401,11 PL ANNIE GIRARDOT,,
TSe_9011,Tri sélectif,4,Enterré,Sans objet hors Montpellier,LATTES,773141.3708,6275018.2684,805 AV DE MONTPELLIER,,
OMe_0085,Ordures ménagères,5,Enterré,Gares,MONTPELLIER,771048.3615,6278619.3611,2 R BOYER,,
TS_0316,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,771936.583,6278785.836,8 R DE LA FONTAINE DE LATTES,,
V_0245,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,770515.0903,6282558.0126,9999 PL SALVADOR ALLENDE,29,20260213132003
TS_0202,Tri sélectif,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,771841.324,6271631.0812,0 LE THOT,,
BD_0156,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,777638.9838,6284288.7522,28 RUE DU SALAISON,,
V_0317,Verre,3,Aérien,La Chamberte,MONTPELLIER,768499.0976,6278705.0037,479 R DE LA CROIX DE FIGUEROLLES,30.66666667,20260213132003
BD_0221,Biodéchets,"0,24",Abri_bac,Les Aubes,MONTPELLIER,,,1385 Avenue Xavier de Ricard,,
TS_0175,Tri sélectif,3,Aérien,Sans objet hors Montpellier,RESTINCLIERES,783579.458,6292235.3752,4 RTE DE BEAULIEU,,
TS_0282,Tri sélectif,4,Aérien,Sans objet hors Montpellier,GRABELS,767512.1571,6283910.6915,435 RUE DANTE ALIGHIERI,,
TS_0007,Tri sélectif,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774500.4775,6282888.735,205 AV DU DEVOIS,,
Ve_0013,Verre,4,Enterré,Sans objet - Hors Montpellier,CASTRIES,,,21 AVENUE DE LA PROMENADE,,
TS_0961,Tri sélectif,4,Aérien,Hôpitaux-Facultés,MONTPELLIER,,,724 ROUTE DE MENDE,,
TS_0164,Tri sélectif,3,Aérien,Pas du Loup,MONTPELLIER,768514.8426,6277665.6995,90 R ULYSSE VERGNES,,
V_1000,Verre,3,Aérien,Antigone,MONTPELLIER,772021.1515,6279666.8683,34 R DE LA CROIX DU SUD,,
V_0193,Verre,3,Aérien,Les Hauts de Massane,MONTPELLIER,766537.1607,6281638.3172,505 R DE L AGATHOIS,10.66666667,20260213132003
V_0254,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,769118.9377,6281771.7963,149 R ADRIEN PROBY,19.33333333,20260213132003
