num_col,flux,volume,modele,ss_quart,commune,coord_x,coord_y,adresse,filling_level,hour_filling
OMe_0186,Ordures ménagères,5,Enterré,Sans objet - Hors Montpellier,MONTFERRIER-SUR-LEZ,769493.6723,6285214.6795,72 CHEMIN ROULAREL,,
V_0430,Verre,3,Aérien,Pas du Loup,MONTPELLIER,768228.0453,6278069.8937,220 R HEBERT,10.22222222,20260213132003
BD_0146,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CLAPIERS,772072.8342,6284775.9986,15 TER RUE DE VENDARGUES,,
TS_0040,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,LE CRES,776015.6303,6284677.7949,17 SQUARE JEAN JAURES,,
V_0176,Verre,3,Aérien,Sans objet - Hors Montpellier,LE CRES,776001.9831,6284684.5456,17 SQUARE JEAN JAURES,,
TSe_0126,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,CLAPIERS,771483.9013,6284639.219,3 PL MAX LEENHARDT,,
OMe_0002,Ordures ménagères,5,Enterré,Sans objet - Hors Montpellier,CLAPIERS,771480.3708,6284636.2606,3 PL MAX LEENHARDT,,
V_0064,Verre,3,Aérien,Sans objet - Hors Montpellier,CLAPIERS,771762.3668,6285107.6446,RUE DU ROMARIN,52.55555556,20260213132003
V_1121,Verre,3,Aérien,Sans objet - Hors Montpellier,JACOU,773488.3635,6285478.491,RUE DE L'OCCITANIE,,
TS_0183,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,SAINT-JEAN-DE-VEDAS,767398.9826,6275075.6995,ALLEE CHARLES WARNERY,,
TSe_9017,Tri sélectif,4,Enterré,Sans objet - Hors Montpellier,LE CRES,776104.5435,6284046.4132,3 R DOMITIENNE,,
V_0878,Verre,3,Aérien,Sans objet - Hors Montpellier,SAINT-JEAN-DE-VEDAS,767400.1494,6275072.3792,ALLEE CHARLES WARNERY,,
BD_0173,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,MONTFERRIER-SUR-LEZ,,,2 R DU BELVEDERE,,
TS_0363,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767344.3019,6276164.6177,10 R DES FRERES CALAGE,,
BD_0008,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,777853.5688,6284830.6373,1 R JEAN PIERRE CHABROL,,
TS_0843,Tri sélectif,3,Aérien,Millénaire,MONTPELLIER,772967.5284,6280032.7597,646 R DE PINVILLE,,
V_0900,Verre,3,Aérien,Port Marianne,MONTPELLIER,773869.3202,6278410.6706,125 AV NINA SIMONE,,
Ve_0009,Verre,4,Enterré,Port Marianne,MONTPELLIER,772208.3983,6278335.4636,536 R DU MOULIN DES SEPT CANS,,
BD_0014,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,SAINT-DREZERY,778639.5365,6292394.2142,16 R DE L ECRIN,,
V_0457,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,776526.984,6284303.0339,5 IMP DES MILLEPERTUIS,,
TSe_0116,Tri sélectif,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,782400.9273,6285182.8981,296 RTE IMPERIALE,,
V_0709,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774389.8258,6282069.1507,9094 AV DE L EUROPE,,
BD_0074,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONTERRAL,758896.3529,6274334.8115,a proximité de la place jacques brel,,
BD_0124,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BAILLARGUES,782348.2268,6285815.3365,9 RUE JEAN MOULIN,,
V_0468,Verre,3,Aérien,Saint-Martin,MONTPELLIER,771106.5042,6277923.5841,234 AV DU MARECHAL LECLERC,87.33333333,20260213132003
TS_0888,Tri sélectif,3,Aérien,Alco,MONTPELLIER,768375.539,6280670.8491,849 AV DU PROFESSEUR LOUIS RAVAZ,,
TS_0234,Tri sélectif,4,Aérien,Prés d'Arènes,MONTPELLIER,770680.4275,6275900.7439,3160 AVENUE DE MAURIN,,
TSe_0077,Tri sélectif,5,Enterré,Sans objet hors Montpellier,LATTES,772952.2717,6274998.2139,1 RUE DES JONQUILLES,,
TS_0272,Tri sélectif,4,Aérien,Sans objet hors Montpellier,LATTES,774397.9873,6276529.4681,55 CHEMIN DE SORIECH,,
V_0287,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767797.1087,6281815.5342,982 AV DES MOULINS,,
TS_0872,Tri sélectif,3,Aérien,La Pompignane,MONTPELLIER,772679.3797,6280369.3246,88 R ANDRE MALRAUX,,
TSe_9054,Tri sélectif,4,Enterré,Croix d'Argent,MONTPELLIER,769257.2847,6276295.5066,728 AV DE LA REGLISSE,,
TSe_9022,Tri sélectif,4,Enterré,Port Marianne,MONTPELLIER,772716.8667,6278104.7569,105 R WANGARI MAATHAI,,
TSe_9029,Tri sélectif,5,Enterré,Sans objet hors Montpellier,PIGNAN,760450.1822,6276539.0183,28 AV GASTON DEFFERRE,,
TSe_9038,Tri sélectif,5,Enterré,Croix d'Argent,MONTPELLIER,769396.449,6276405.6844,103 RAMB RAMBLA DES CALISSONS,,
TSe_9049,Tri sélectif,5,Enterré,Sans objet hors Montpellier,GRABELS,764675.3043,6283538.1834,94 R DE LA TREILLE,,
TSe_9059,Tri sélectif,4,Enterré,Sans objet hors Montpellier,JUVIGNAC,765180.9916,6280245.2887,603 R JUPITER,,
TSe_9081,Tri sélectif,4,Enterré,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,766526.8462,6275938.3239,10 IMP DU PUITS DE CHRISTOL,,
TSe_9083,Tri sélectif,5,Enterré,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769756.9989,6269881.4208,18 R DES TULIPES,,
TSe_9087,Tri sélectif,5,Enterré,Sans objet hors Montpellier,COURNONTERRAL,758961.6166,6274315.7341,17 R ERIK SATIE,,
TSe_9074,Tri sélectif,4,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773315.3971,6281669.3528,157 IMP DES DAHLIAS,,
TSe_9034,Tri sélectif,4,Enterré,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,768340.3799,6273035.5922,26 R DES GENETS,,
TSe_9045,Tri sélectif,5,Enterré,Sans objet hors Montpellier,LE CRES,774978.8158,6284010.5999,7 R LOUISE MICHEL,,
TSe_9090,Tri sélectif,5,Enterré,Sans objet hors Montpellier,PIGNAN,762169.2534,6277017.2379,0 RTE DE SAINT GEORGES D ORQUES,,
Ve_0165,Verre,3,Enterré,Sans objet hors Montpellier,PIGNAN,762173.9534,6277010.5936,0 RTE DE SAINT GEORGES D ORQUES,,
TSe_9091,Tri sélectif,3,Enterré,Sans objet hors Montpellier,COURNONSEC,756413.1817,6271588.6568,10 RUE DES BLAQUES,,
TSe_0149,Tri sélectif,3,Enterré,Croix d'Argent,MONTPELLIER,,,,,
V_0211,Verre,3,Aérien,Celleneuve,MONTPELLIER,766785.1826,6280012.2548,79 R FAVRE DE SAINT CASTOR,6.44444444,20260213132003
OM_0051,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,766999.2283,6272457.1698,1 NR NR,,
VRS_0008,Verre,3,Aérien,Sans objet hors Montpellier,BAILLARGUES,780516.3622,6284475.5707,140 R CHARLES GIDE,,
TS_0290,Tri sélectif,4,Aérien,Sans objet hors Montpellier,LAVERUNE,765525.5201,6276262.7193,3 RUE DU GUA,,
V_0336,Verre,3,Aérien,Alco,MONTPELLIER,768650.2994,6280576.2867,29 ALL DU PICPOUL,22.77777778,20260213132003
TS_0568,Tri sélectif,3,Aérien,Alco,MONTPELLIER,767614.1553,6280466.4264,1072 R D ALCO,,
BD_0398,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,parking de la gerbe,,
BD_0365,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,185 Rue des Cévennes,,
OMe_0180,Ordures ménagères,5,Enterré,Estanove,MONTPELLIER,769667.6922,6278515.6996,11 R MARIA BLANCHARD,,
V_0110,Verre,3,Aérien,Sans objet hors Montpellier,GRABELS,763765.04,6284318.124,6 R DES TERRASSES,,
TS_0242,Tri sélectif,4,Aérien,Sans objet hors Montpellier,LE CRES,775653.653,6285106.1271,1 RUE DES TERRES MEGERES,,
V_0697,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,764865.0339,6281240.1186,38 AVENUE LES HAMEAUX DU GOLF,25.55555556,20260213132003
V_0697,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,764865.0339,6281240.1186,38 AVENUE LES HAMEAUX DU GOLF,29.11111111,20260213132003
OM_0101,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,PEROLS,775817.8732,6276122.3951,695 AVENUE ROBERT MALTHUS,,
V_0118,Verre,3,Aérien,Sans objet hors Montpellier,JACOU,773187.3892,6284883.871,2 CHE DES TAMARIS,,
OMe_0009,Ordures ménagères,3,Enterré,Sans objet hors Montpellier,PEROLS,777154.9358,6274255.394,15 R DU DOCTEUR SERVEL,,
BD_0352,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,Rue des Prunus croisement rue des sorbiers,,
V_0674,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,772992.9396,6283655.9257,15 CHE DES COCCINELLES,,
TS_0576,Tri sélectif,4,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,768283.7197,6275531.4036,99 ROUTE DE LATTES,,
V_0182,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,770442.1833,6273435.2288,0 R DE LA ROSERAIE,,
V_0635,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,766564.0381,6276541.894,10 IMP DES BERGERONNETTES,12.66666667,20260213132003
OM_0124,Ordures ménagères,4,Aérien,Celleneuve,MONTPELLIER,766318.1906,6279821.6562,396 QUAI LOUIS LE VAU,,
Ve_0131,Verre,5,Enterré,Hôpitaux-Facultés,MONTPELLIER,768201.7206,6282945.5739,58 R GEORGES DENIZOT,,
BD_0199,Biodéchets,"0,24",Abri_bac,PORT MARIANNE,MONTPELLIER,772723.5726,6278098.5126,rue Wangari Maathai,,
V_0241,Verre,3,Aérien,Aiguelongue,MONTPELLIER,770360.8627,6281442.2725,89 ALL DE BON ACCUEIL,9.44444444,20260213132003
TS_0448,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,769946.7231,6282102.8088,9999 PL BOB MARLEY,,
TS_0285,Tri sélectif,4,Aérien,Sans objet hors Montpellier,LAVERUNE,764770.3887,6277262.2711,0 NR NR,,
V_0271,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768173.3404,6282337.6866,290 AV DES MOULINS,13.22222222,20260213132003
TSe_0059,Tri sélectif,5,Enterré,Boutonnet,MONTPELLIER,770073.896,6280509.0679,1 R DE L ECOLE NORMALE,,
TS_0162,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,771734.385,6279417.7057,420 ALL HENRI II DE MONTMORENCY,,
V_0363,Verre,3,Aérien,Les Arceaux,MONTPELLIER,769377.5116,6279725.9964,9999 PL MARCEL GALOT,23.44444444,20260213132003
V_1072,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,772237.6127,6275265.6199,9143 SAINT PIERRE,98.66666667,20260213132003
OMe_0159,Ordures ménagères,5,Enterré,Gares,MONTPELLIER,770808.3365,6278935.4343,2 PL ALEXANDRE LAISSAC,,
TS_0631,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,765679.363,6282158.2843,96 R DE SICILE,,
TSe_0118,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763269.9872,6279116.2217,8 AV DES JARDINS,,
TS_0127,Tri sélectif,3,Aérien,Pas du Loup,MONTPELLIER,768099.162,6278195.3452,1440 RTE DE LAVERUNE,,
TSe_0029,Tri sélectif,5,Enterré,Sans objet hors Montpellier,CLAPIERS,771797.9815,6284574.4706,15 R DU CHATEAU,,
TS_0638,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,772250.5743,6279435.4392,60 R D EPIDAURE,,
TS_0198,Tri sélectif,3,Aérien,Sans objet hors Montpellier,CASTRIES,779919.7679,6287731.8122,1 RUE DES CARRIERES,,
Ve_0111,Verre,5,Enterré,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769745.4278,6269883.6576,2 R DES TULIPES,,
TS_0113,Tri sélectif,3,Aérien,Les Cévennes,MONTPELLIER,768334.6847,6280292.6171,1 ALL RUBENS,,
TS_0297,Tri sélectif,4,Aérien,Sans objet hors Montpellier,COURNONSEC,758163.9986,6270492.7186,310 AVENUE DE LA CRESSE ST MARTIN,,
TS_0835,Tri sélectif,3,Aérien,Gambetta,MONTPELLIER,770897.9078,6278631.551,17 RUE ALBERT LEENHARDT,,
OMe_0163,Ordures ménagères,5,Enterré,Boutonnet,MONTPELLIER,770004.0459,6280423.3428,2 AV CHARLES FLAHAULT,,
Ve_0059,Verre,4,Enterré,Port Marianne,MONTPELLIER,772845.2266,6278527.8411,51 R HENRI LE SIDANER,,
V_0787,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,765768.6436,6278856.844,17 LOT LES EGLANTIERS,27.11111111,20260213132003
OMe_0006,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769795.4832,6270538.4929,5069 BD DES CHASSELAS,,
TS_0407,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,CLAPIERS,771081.9719,6284269.9396,AVENUE ALBERT CAMUS,,
OMe_0199,Ordures ménagères,5,Enterré,Sans objet - Hors Montpellier,JACOU,773547.033,6284982.9369,10 R FERNAND SOUBEYRAN,,
Ve_0086,Verre,5,Enterré,Sans objet hors Montpellier,GRABELS,764680.0668,6283535.8021,94 R DE LA TREILLE,,
V_1138,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774108.0781,6280738.7962,1 CHEMIN DE VERCHANT,13.66666667,20260213132003
OM_0019,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767985.5467,6274887.7446,489 AVENUE DE LA CONDAMINE,,
TS_0296,Tri sélectif,4,Aérien,Sans objet hors Montpellier,COURNONSEC,757763.3966,6272709.0914,0 RUE DE LA BILLIERE,,
V_0796,Verre,3,Aérien,Port Marianne,MONTPELLIER,774368.0489,6278979.8305,621 R GEORGES MELIES,34.66666667,20260213132003
Ve_0142,Verre,4,Enterré,Sans objet hors Montpellier,SAUSSAN,762733.9701,6274673.2869,7 R DU POUGET,,
V_0446,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,769611.0276,6277381.4933,205 R JACQUES BOUNIN,14.55555556,20260213132003
V_0832,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,772129.6341,6273740.9543,9118 LES MARESTELLES,54.66666667,20260213132003
OMe_0045,Ordures ménagères,3,Enterré,Centre Historique,MONTPELLIER,770773.8045,6279417.7569,1 R SAINT GUILHEM,,
V_0373,Verre,3,Aérien,ANTIGONE,MONTPELLIER,771763.2573,6279116.4012,12 R DE THEBES,,
TS_0277,Tri sélectif,3,Aérien,Sans objet hors Montpellier,BEAULIEU,781360.3499,6292681.2898,5683 BEAULIEU,,
OMe_0114,Ordures ménagères,3,Enterré,Gambetta,MONTPELLIER,770483.8688,6279215.3164,1 R DU FAUBOURG DU COURREAU,,
TSe_0048,Tri sélectif,4,Enterré,Sans objet hors Montpellier,COURNONTERRAL,758185.3691,6273388.4358,19 R GRANDE CALADE,,
VRS_0026,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,768628.8878,6268011.6469,5210 LES MOURES,,
TS_0383,Tri sélectif,3,Aérien,Sans objet hors Montpellier,FABREGUES,762822.0171,6272556.3749,3 R DES CIGALES,,
TS_0889,Tri sélectif,3,Aérien,Estanove,MONTPELLIER,769419.1824,6277495.2546,144 AV DE TOULOUSE,,
BD_0033,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,SUSSARGUES,781107.0373,6290126.2974,75 RTE DE MONTPELLIER,,
TS_0925,Tri sélectif,4,Aérien,Millénaire,MONTPELLIER,774136.1406,6280299.7188,401 AVENUE DU WALHALLA,,
V_0492,Verre,3,Aérien,Prés d'Arènes,MONTPELLIER,770963.1673,6276101.2874,61 R SIMONE DE BEAUVOIR,20.33333333,20260213132003
V_0943,Verre,3,Aérien,Alco,MONTPELLIER,767783.1626,6281243.4532,9999 R JEAN BART,14.44444444,20260213132003
Ve_0125,Verre,5,Enterré,Sans objet hors Montpellier,VENDARGUES,778326.561,6285578.4144,2 IMP JOSEPH ROUMANILLE,,
Ve_0177,Verre,3,Enterré,Celleneuve,MONTPELLIER,,,21 ROUTE DE LODEVE,,
BD_0405,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,12 Allée Fréderic Mistral,,
V_0581,Verre,3,Aérien,Sans objet hors Montpellier,BAILLARGUES,781215.7451,6285375.5734,380 RTE DE CASTRIES,,
TSe_9027,Tri sélectif,4,Enterré,Port Marianne,MONTPELLIER,772601.496,6278588.6761,290 R VENDEMIAIRE,,
OMe_0211,Ordures ménagères,3,Enterré,Croix d'Argent,MONTPELLIER,,,,,
BD_0066,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,SAUSSAN,762486.4784,6274906.3964,5 R DE BELBEZETH,,
TS_0138,Tri sélectif,3,Aérien,Saint-Martin,MONTPELLIER,771417.7416,6277693.9691,584 AV DU MARECHAL LECLERC,,
V_0129,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,764127.5037,6279837.088,45 R DU LABOURNAS,78.33333333,20260213132003
Ve_0156,Verre,3,Enterré,Sans objet hors Montpellier,CLAPIERS,772129.7695,6284434.7068,15 R DU CARIGNAN,,
BD_0272,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,772404.7537,6278926.088,87 rue des Gabares,,
V_0545,Verre,3,Aérien,Pas du Loup,MONTPELLIER,767872.7087,6277328.5239,17 R DU SICHUAN,7.44444444,20260213132003
BD_0223,Biodéchets,"0,24",Abri_bac,La Pompignane,MONTPELLIER,773433.6825,6280758.6716,268 rue de Salaison,,
BD_0263,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,772660.8374,6278459.9152,71 rue de famagouste,,
OM_0159,Ordures ménagères,4,Aérien,Sans objet - Hors Montpellier,VILLENEUVE-LES-MAGUELONE,,,2 BOULEVARD DES CHASSELAS,,
TSe_0026,Tri sélectif,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,781944.5568,6285283.5356,3 PLAN DES TAUREAUX,,
V_0899,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,762104.8751,6280980.9968,850 AV JUSTIN BEC,20.88888889,20260213132003
TS_0033,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,772559.9405,6276371.9465,19 CHE DE LA CEREIREDE,,
Ve_0188,Verre,3,Enterré,Croix d'Argent,MONTPELLIER,,,,,
TSe_0088,Tri sélectif,4,Enterré,Sans objet - Hors Montpellier,SAINT-JEAN-DE-VEDAS,,,6 RUE DE LA GARE,,
TS_0083,Tri sélectif,3,Aérien,Croix d'Argent,MONTPELLIER,769756.5306,6277678.3332,162 R GEORGES BRASSENS,,
OMe_0214,Ordures ménagères,3,Enterré,Croix d'Argent,MONTPELLIER,,,,,
OMe_0210,Ordures ménagères,3,Enterré,Les Cévennes,MONTPELLIER,,,,,
BD_0132,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,,,20 AVENUE DE LA GARE,,
V_0318,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,769526.262,6276227.0395,461 AV DES BERGAMOTES,14.22222222,20260213132003
TS_0223,Tri sélectif,4,Aérien,La Paillade,MONTPELLIER,766307.427,6280390.0286,18 RUE YVES MONTAND,,
OMe_0042,Ordures ménagères,3,Enterré,Centre Historique,MONTPELLIER,770973.981,6279875.8722,21 R DES ECOLES LAIQUES,,
TSe_0143,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,MONTFERRIER-SUR-LEZ,769480.5684,6285219.0427,72 CHEMIN ROULAREL,,
V_0964,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,771521.2658,6268527.0497,5043 MAGUELONE,,
OM_0050,Ordures ménagères,4,Aérien,Sans objet - Hors Montpellier,VENDARGUES,777525.907,6284999.2412,RUE CLEMENT POUJET,,
V_0355,Verre,3,Aérien,La Martelle,MONTPELLIER,767201.6733,6279059.6737,1050 R DES BOUISSES,93,20260213132003
Ve_0031,Verre,4,Enterré,Sans objet hors Montpellier,PEROLS,775879.3447,6274998.6647,145 CHE DE LA GARRIGUE,,
BD_0488,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,1051 avenue des platanes,,
OMe_0197,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763269.5422,6279117.4045,8 AV DES JARDINS,,
TS_0453,Tri sélectif,3,Aérien,Les Cévennes,MONTPELLIER,767916.8542,6279887.4013,235 AV PAUL BRINGUIER,,
OMe_0129,Ordures ménagères,5,Enterré,Port Marianne,MONTPELLIER,772810.634,6278223.683,196 R ELIE WIESEL,,
V_0285,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767098.1944,6281894.2068,128 AV AGLAE ADANSON,93.22222222,20260213132003
TS_0599,Tri sélectif,3,Aérien,Estanove,MONTPELLIER,769713.1826,6278056.7882,12 R DES CHASSEURS,,
V_0140,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,774580.5625,6275555.5781,1046 CHE DE SORIECH,86.55555556,20260213132003
Ve_0109,Verre,4,Enterré,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,766523.3742,6275944.7414,10 IMP DU PUITS DE CHRISTOL,,
TS_0393,Tri sélectif,4,Aérien,Figuerolles,MONTPELLIER,,,1 PLACE FRANCOIS MAYNARD,,
V_0911,Verre,3,Aérien,Les Hauts de Massane,MONTPELLIER,765779.7884,6282826.7273,89 R DES SEYCHELLES,34.88888889,20260213132003
BD_0061,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONSEC,757068.1945,6273005.2178,27 R DES CISTES,,
OMe_0137,Ordures ménagères,3,Enterré,Gambetta,MONTPELLIER,770189.8681,6279211.5232,49 R DU FAUBOURG DU COURREAU,,
TS_0941,Tri sélectif,3,Aérien,Aiguelongue,MONTPELLIER,770904.3981,6281805.0451,1322 RUE DU PIOCH DE BOUTONNET,,
BD_0187,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,PRADES-LE-LEZ,,,102 Chemin Du Nouau,,
TS_0866,Tri sélectif,3,Aérien,La Chamberte,MONTPELLIER,768073.449,6279221.9808,681 R FRANCOIS DEZEUZE,,
BD_0331,Biodéchets,0.24,Abri_bac,Aiguelongue,MONTPELLIER,,,136 Rue de l'Aiguelongue,,
V_0212,Verre,3,Aérien,Celleneuve,MONTPELLIER,766887.5404,6280207.4121,2 ALL SOEUR CHAGNY,12.22222222,20260213132003
TS_0379,Tri sélectif,3,Aérien,Sans objet hors Montpellier,JACOU,773720.7933,6284471.6243,5 R JEANNE ROLAND,,
TS_0909,Tri sélectif,4,Aérien,Port Marianne,MONTPELLIER,773709.3792,6279050.1826,9999 R ERIC TABARLY,,
OMe_0053,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,LATTES,772948.1133,6274997.907,1 RUE DES JONQUILLES,,
V_0910,Verre,4,Aérien,Sans objet - Hors Montpellier,BAILLARGUES,780338.1123,6285906.1522,RTE DE CASTRIES,,
V_0677,Verre,3,Aérien,Sans objet - Hors Montpellier,CLAPIERS,771088.2335,6284261.6089,AVENUE ALBERT CAMUS,99.11111111,20260213132003
Ve_0119,Verre,4,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773943.583,6284278.753,9092 MAS DE CAYLUS,,
V_1037,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,772742.4951,6283899.7662,138 CHE DES LIBELLULES,,
BD_0388,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,plan de New York,,
BD_0248,Biodéchets,"0,24",Abri_bac,Millénaire,MONTPELLIER,773726.1894,6280023.0359,58 rue Nicolas Tesla,,
V_0537,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,777868.2611,6284840.6902,1 R JEAN PIERRE CHABROL,,
BD_0297,Biodéchets,"0,24",Abri_bac,Les Beaux-Arts,MONTPELLIER,,,8 Quai des Tanneurs,,
V_0748,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,774296.0047,6276194.2729,36 IMP DU MAS SORIECH,43.88888889,20260213132003
OMe_0190,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,781358.0598,6284789.2555,3 R DU COUSTOULIES,,
BD_0090,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,JACOU,773971.2063,6285050.6927,6 RUE SIMONE SIGNORET,,
TS_0891,Tri sélectif,3,Aérien,Boutonnet,MONTPELLIER,769543.5625,6280412.0129,598 AV DU PERE SOULAS,,
TS_0450,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,771276.2018,6280378.1055,5 R BEAU SEJOUR,,
BD_0353,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,Route de Pérols ( Arènes ),,
Ve_0062,Verre,4,Enterré,Sans objet hors Montpellier,GRABELS,766942.5546,6283316.7474,861 R FRANCOIS RANCHIN,,
TS_0932,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,769160.5455,6280632.0825,1036 AVENUE DU PERE SOULAS,,
BD_0099,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,775249.041,6283358.0772,11 RUE DE L HIRONDELLE,,
V_0442,Verre,3,Aérien,Lemasson,MONTPELLIER,770339.684,6278068.9375,41 R SAINT CLEOPHAS,11.11111111,20260213132003
OM_0174,Ordures ménagères,3,Aérien,Aiguelongue,MONTPELLIER,,,,,
BD_0141,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,779165.7358,6284445.4305,44 AVENUE JEAN   LOUIS ETIENNE,,
TS_0520,Tri sélectif,3,Aérien,La Pompignane,MONTPELLIER,772938.8892,6280533.3829,556 R LOUISE MICHEL,,
TS_0263,Tri sélectif,4,Aérien,Millénaire,MONTPELLIER,773912.1605,6280151.3737,52 RUE D ODIN,,
V_0920,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,769513.1864,6280845.5109,395 VOI DOMITIENNE,15.33333333,20260213132003
VRS_0014,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,772248.9219,6272964.6458,278 ALL DE GRAMENET,,
BD_0291,Biodéchets,"0,24",Abri_bac,Les Beaux-Arts,MONTPELLIER,,,18 Rue Max Mousseron,,
BD_0007,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,778154.2323,6284712.0735,4 R DE LA FONTAINE,,
BD_0310,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,10 Rue Hippolyte Rech,,
TS_0388,Tri sélectif,4,Aérien,Sans objet hors Montpellier,FABREGUES,,,17 AVENUE CHARLES DE GAULLE,,
TSe_0084,Tri sélectif,5,Enterré,Port Marianne,MONTPELLIER,,,237 RUE DES JUSTES,,
